Midland Valley,4DMove2.0 v1.0
Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Properties,Object Measurements,Object Measurements,Container
2216,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,47.152163,30.250716,2
2217,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,236.148867,223.923001,1
2218,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,276.234751,264.334200,1
2219,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,66.007314,58.387039,4
2220,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,40.109098,12.213306,4
2221,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,95.325758,34.736644,1
2222,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,224.486915,95.960453,1
2223,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,168.435653,155.736532,4
2224,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,2250.285643,1782.789438,1
2225,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,527.322540,395.649500,2
2226,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,185.871919,95.475329,4
2227,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,139.912235,105.993798,1
2228,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,212.444617,197.522754,4
2229,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,219.127571,207.761393,1
2230,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,823.987889,536.797352,4
2231,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,84.238856,42.944241,4
2233,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,154.121305,98.042513,2
2234,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,87.995458,70.493377,4
2235,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,125.246064,106.342456,2
2236,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,90.465220,36.904387,4
2237,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,179.330417,87.500587,2
2238,Pl,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Pl,#feb621,0,,,421.568645,326.867431,2
2239,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,231.519557,167.105772,1
2240,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,43.106709,28.046593,4
2241,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,41.305223,37.549125,4
2242,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,105.028631,66.698303,1
2243,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,429.025813,275.084152,4
2244,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,190.866576,106.943211,4
2245,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,89.082148,39.797669,1
2246,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,223.635230,105.295265,4
2247,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,480.900738,465.365798,2
2248,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,1633.264973,1283.229447,4
2249,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,1245.938662,852.471142,2
2250,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,111.358188,83.098905,4
2251,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,151.217680,139.076242,2
2252,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,204.395766,201.647017,1
2253,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,113.140710,108.272084,2
2254,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,632.608207,498.371125,2
2255,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,212.299115,53.900223,4
2256,Mg,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Mg,#ffaa00,0,,,358.201971,226.352171,1
2257,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,509.794376,426.839581,4
2258,Wb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Wb,#00aaff,0,,,150.043790,123.116601,4
2261,Wb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Wb,#00aaff,0,,,116.398332,100.343234,2
2262,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,255.709926,234.975822,1
2263,So,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,So,#00007f,0,,,24.459693,16.523486,2
2264,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,652.032777,507.178829,4
2265,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,544.632582,461.085412,4
2266,Gi5,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gi5,#aa007f,0,,,302.287311,278.623615,2
2267,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,7.358847,5.401100,1
2268,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,138.329097,80.113831,1
2269,Fi,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Fi,#aaaa00,0,,,50.930403,27.617979,1
2270,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,1114.138667,1036.257232,2
2271,Sb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Sb,#ff5500,0,,,2131.116156,1566.572942,4
2272,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,1532.039902,1291.891314,2
2273,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,2937.398568,2375.579798,2
2274,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,177.172968,137.535519,1
2275,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,247.035948,215.773460,4
2276,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,4698.360502,3372.479440,2
2277,Wb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Wb,#00aaff,0,,,1607.051223,1343.756176,2
2278,Wb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Wb,#00aaff,0,,,8172.066975,6173.413163,2
2279,Gs,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gs,#55007f,0,,,1756.361042,1222.109273,2
2280,Gs,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gs,#55007f,0,,,117.812877,47.543268,2
2281,Gs,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Gs,#55007f,0,,,2130.951086,1601.660992,2
2282,Hf,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Hf,#00557f,0,,,303.038140,250.430546,2
2283,Wb,Line,Map1_Tafel_25_Section_9_Emscher_West_Ruhrgebit_G1,Wb,#00aaff,0,,,524.913949,437.219024,2
