x,y,z,Name
238.1641,-3.7588,-17.8817,Tunnel_Well
238.1337,-3.4641,-17.2505,Tunnel_Well
238.1062,-3.0642,-16.68,Tunnel_Well
238.0825,-2.5712,-16.1876,Tunnel_Well
238.0633,-2,-15.7881,Tunnel_Well
238.0491,-1.3681,-15.4938,Tunnel_Well
238.0404,-0.6946,-15.3135,Tunnel_Well
238.0375,0,-15.2528,Tunnel_Well
238.0404,0.6946,-15.3135,Tunnel_Well
238.0491,1.3681,-15.4938,Tunnel_Well
238.0633,2,-15.7881,Tunnel_Well
238.0825,2.5712,-16.1876,Tunnel_Well
238.1062,3.0642,-16.68,Tunnel_Well
238.1337,3.4641,-17.2505,Tunnel_Well
238.1641,3.7588,-17.8817,Tunnel_Well
238.1964,3.9392,-18.5544,Tunnel_Well
348.7277,4,-13.9279,Tunnel_Well
348.7611,3.9392,-14.6217,Tunnel_Well
348.7935,3.7588,-15.2944,Tunnel_Well
348.8239,3.4641,-15.9256,Tunnel_Well
348.8514,3.0642,-16.4961,Tunnel_Well
348.8751,2.5712,-16.9886,Tunnel_Well
348.8943,2,-17.388,Tunnel_Well
348.9085,1.3681,-17.6824,Tunnel_Well
348.9172,0.6946,-17.8626,Tunnel_Well
348.9201,0,-17.9233,Tunnel_Well
348.9172,-0.6946,-17.8626,Tunnel_Well
348.9085,-1.3681,-17.6824,Tunnel_Well
348.8943,-2,-17.388,Tunnel_Well
348.8751,-2.5712,-16.9886,Tunnel_Well
348.8514,-3.0642,-16.4961,Tunnel_Well
348.8239,-3.4641,-15.9256,Tunnel_Well
348.7935,-3.7588,-15.2944,Tunnel_Well
348.7611,-3.9392,-14.6217,Tunnel_Well
348.7277,-4,-13.9279,Tunnel_Well
348.6943,-3.9392,-13.2342,Tunnel_Well
348.6619,-3.7588,-12.5614,Tunnel_Well
348.6316,-3.4641,-11.9303,Tunnel_Well
348.6041,-3.0642,-11.3598,Tunnel_Well
348.5804,-2.5712,-10.8673,Tunnel_Well
348.5611,-2,-10.4678,Tunnel_Well
348.547,-1.3681,-10.1735,Tunnel_Well
348.5383,-0.6946,-9.9933,Tunnel_Well
348.5354,0,-9.9326,Tunnel_Well
348.5383,0.6946,-9.9933,Tunnel_Well
348.547,1.3681,-10.1735,Tunnel_Well
348.5611,2,-10.4678,Tunnel_Well
348.5804,2.5712,-10.8673,Tunnel_Well
348.6041,3.0642,-11.3598,Tunnel_Well
348.6316,3.4641,-11.9303,Tunnel_Well
348.6619,3.7588,-12.5614,Tunnel_Well
348.6943,3.9392,-13.2342,Tunnel_Well
459.2256,4,-8.6077,Tunnel_Well
459.259,3.9392,-9.3015,Tunnel_Well
459.2914,3.7588,-9.9742,Tunnel_Well
459.3218,3.4641,-10.6054,Tunnel_Well
459.3493,3.0642,-11.1758,Tunnel_Well
459.373,2.5712,-11.6683,Tunnel_Well
459.3922,2,-12.0678,Tunnel_Well
459.4064,1.3681,-12.3621,Tunnel_Well
459.4151,0.6946,-12.5423,Tunnel_Well
459.418,0,-12.603,Tunnel_Well
459.4151,-0.6946,-12.5423,Tunnel_Well
459.4064,-1.3681,-12.3621,Tunnel_Well
459.3922,-2,-12.0678,Tunnel_Well
459.373,-2.5712,-11.6683,Tunnel_Well
459.3493,-3.0642,-11.1758,Tunnel_Well
459.3218,-3.4641,-10.6054,Tunnel_Well
459.2914,-3.7588,-9.9742,Tunnel_Well
459.259,-3.9392,-9.3015,Tunnel_Well
459.2256,-4,-8.6077,Tunnel_Well
459.1922,-3.9392,-7.9139,Tunnel_Well
459.1598,-3.7588,-7.2412,Tunnel_Well
459.1294,-3.4641,-6.61,Tunnel_Well
459.102,-3.0642,-6.0395,Tunnel_Well
459.0783,-2.5712,-5.547,Tunnel_Well
459.059,-2,-5.1476,Tunnel_Well
459.0449,-1.3681,-4.8533,Tunnel_Well
459.0362,-0.6946,-4.673,Tunnel_Well
459.0333,0,-4.6123,Tunnel_Well
459.0362,0.6946,-4.673,Tunnel_Well
459.0449,1.3681,-4.8533,Tunnel_Well
459.059,2,-5.1476,Tunnel_Well
459.0783,2.5712,-5.547,Tunnel_Well
459.102,3.0642,-6.0395,Tunnel_Well
459.1294,3.4641,-6.61,Tunnel_Well
459.1598,3.7588,-7.2412,Tunnel_Well
459.1922,3.9392,-7.9139,Tunnel_Well
569.7235,4,-3.2874,Tunnel_Well
569.7569,3.9392,-3.9812,Tunnel_Well
569.7893,3.7588,-4.6539,Tunnel_Well
569.8197,3.4641,-5.2851,Tunnel_Well
569.8472,3.0642,-5.8556,Tunnel_Well
569.8709,2.5712,-6.348,Tunnel_Well
569.8901,2,-6.7475,Tunnel_Well
569.9043,1.3681,-7.0418,Tunnel_Well
569.913,0.6946,-7.2221,Tunnel_Well
569.9159,0,-7.2828,Tunnel_Well
569.913,-0.6946,-7.2221,Tunnel_Well
569.9043,-1.3681,-7.0418,Tunnel_Well
569.8901,-2,-6.7475,Tunnel_Well
569.8709,-2.5712,-6.348,Tunnel_Well
569.8472,-3.0642,-5.8556,Tunnel_Well
569.8197,-3.4641,-5.2851,Tunnel_Well
569.7893,-3.7588,-4.6539,Tunnel_Well
569.7569,-3.9392,-3.9812,Tunnel_Well
569.7235,-4,-3.2874,Tunnel_Well
569.6901,-3.9392,-2.5936,Tunnel_Well
569.6577,-3.7588,-1.9209,Tunnel_Well
569.6273,-3.4641,-1.2897,Tunnel_Well
569.5999,-3.0642,-0.7192,Tunnel_Well
569.5762,-2.5712,-0.2268,Tunnel_Well
569.5569,-2,0.1727,Tunnel_Well
569.5427,-1.3681,0.467,Tunnel_Well
569.5341,-0.6946,0.6473,Tunnel_Well
569.5311,0,0.708,Tunnel_Well
569.5341,0.6946,0.6473,Tunnel_Well
569.5427,1.3681,0.467,Tunnel_Well
569.5569,2,0.1727,Tunnel_Well
569.5762,2.5712,-0.2268,Tunnel_Well
569.5999,3.0642,-0.7192,Tunnel_Well
569.6273,3.4641,-1.2897,Tunnel_Well
569.6577,3.7588,-1.9209,Tunnel_Well
569.6901,3.9392,-2.5936,Tunnel_Well
680.2214,4,2.0329,Tunnel_Well
680.2548,3.9392,1.3391,Tunnel_Well
680.2872,3.7588,0.6664,Tunnel_Well
680.3176,3.4641,0.0352,Tunnel_Well
680.3451,3.0642,-0.5353,Tunnel_Well
680.3688,2.5712,-1.0278,Tunnel_Well
680.388,2,-1.4272,Tunnel_Well
680.4022,1.3681,-1.7216,Tunnel_Well
680.4108,0.6946,-1.9018,Tunnel_Well
680.4138,0,-1.9625,Tunnel_Well
680.4108,-0.6946,-1.9018,Tunnel_Well
680.4022,-1.3681,-1.7216,Tunnel_Well
680.388,-2,-1.4272,Tunnel_Well
680.3688,-2.5712,-1.0278,Tunnel_Well
680.3451,-3.0642,-0.5353,Tunnel_Well
680.3176,-3.4641,0.0352,Tunnel_Well
680.2872,-3.7588,0.6664,Tunnel_Well
680.2548,-3.9392,1.3391,Tunnel_Well
680.2214,-4,2.0329,Tunnel_Well
680.188,-3.9392,2.7267,Tunnel_Well
680.1556,-3.7588,3.3994,Tunnel_Well
680.1252,-3.4641,4.0305,Tunnel_Well
680.0977,-3.0642,4.601,Tunnel_Well
680.074,-2.5712,5.0935,Tunnel_Well
680.0548,-2,5.493,Tunnel_Well
680.0406,-1.3681,5.7873,Tunnel_Well
680.032,-0.6946,5.9675,Tunnel_Well
680.029,0,6.0282,Tunnel_Well
680.032,0.6946,5.9675,Tunnel_Well
680.0406,1.3681,5.7873,Tunnel_Well
680.0548,2,5.493,Tunnel_Well
680.074,2.5712,5.0935,Tunnel_Well
680.0977,3.0642,4.601,Tunnel_Well
680.1252,3.4641,4.0305,Tunnel_Well
680.1556,3.7588,3.3994,Tunnel_Well
680.188,3.9392,2.7267,Tunnel_Well
